queue_length,farmers_ahead,active_counters,total_counters,average_processing_time,quantity,crop_type,centre_capacity,historical_load,time_of_day,day_of_week,wait_time
28,31,1,5,5.788801819096523,284,Sugarcane,86,40,16.9087946608713,6,193.05273868811813
31,0,1,2,5.978293449979581,588,Rice,180,59,15.209824177529828,3,8.069592161212125
44,16,3,4,8.30784460900042,117,Maize,150,49,17.092781306896974,3,56.22263638253109
40,8,5,4,6.330507129241077,796,Maize,146,83,12.374703869643328,4,14.385366330046637
38,19,4,6,5.176957473171073,171,Sugarcane,62,60,9.281995142127414,5,33.977281209406755
33,31,4,3,11.957023348045857,734,Wheat,176,98,17.240753615900182,4,108.35411492603986
28,1,2,6,11.203465819531282,270,Sugarcane,99,66,14.014260305637565,3,17.43426827289482
28,31,3,6,9.080099499944637,176,Wheat,196,23,14.060595004707697,4,97.14915332769738
46,8,1,6,11.132342991391567,499,Sugarcane,106,47,13.842654412897158,0,108.74571941437617
8,29,1,5,11.48370190006255,620,Wheat,186,67,12.723930225297085,2,337.4658059839802
7,19,3,5,9.408866334926685,300,Cotton,95,76,10.550430798103257,5,67.93919869965266
38,37,4,6,8.149438229530466,854,Wheat,143,35,14.130218780209203,6,82.78613486718612
53,0,1,3,11.056014337717418,680,Wheat,135,31,15.186027443067806,6,15.74690184595138
27,4,2,2,8.542375975303276,338,Maize,181,74,17.165431850231407,3,29.676556000318335
57,34,4,4,5.014404342830992,416,Rice,174,55,8.721477080648489,1,58.52330252556788
56,35,5,5,6.934848003660046,622,Sugarcane,131,34,10.5470953255249,4,62.505082970347615
27,0,3,2,7.567367613883016,419,Maize,119,38,15.766857867555,6,7.56078418830727
49,13,4,5,11.482952129084765,649,Rice,142,37,15.751506934839329,0,50.39817771351125
9,8,5,5,9.273483778446579,621,Maize,182,94,10.120345061257531,4,16.65129657959305
35,29,2,5,11.002220502367127,627,Maize,195,47,9.847176788763946,0,169.33676554043063
57,23,3,6,10.06073360671949,576,Sugarcane,76,75,11.671402092594503,5,95.61371103634457
45,3,1,6,6.478887092181464,424,Cotton,59,42,8.629153650848233,0,37.71637962197694
58,13,1,5,9.749671944513466,565,Maize,179,98,15.30360785536394,5,153.52503121334942
10,24,5,5,5.562397887390997,854,Sugarcane,167,30,14.698087251048863,5,20.567589378684172
41,3,4,4,7.265166493739741,858,Wheat,199,62,16.587254943332,6,12.725390535950277
14,24,2,2,10.448734857247457,141,Rice,187,64,12.300491471055969,0,133.9719506630223
44,9,5,2,8.895433295321826,333,Sugarcane,108,58,14.367360090397318,3,30.260090869673594
11,34,2,3,10.60330004762092,655,Cotton,170,98,17.53949488779046,2,189.18569536168187
43,6,2,3,6.03762865880041,536,Sugarcane,140,43,17.588023146253413,3,34.289373512482726
42,12,2,3,9.99799065941836,775,Sugarcane,189,64,8.710776141537544,2,71.41112423207126
25,3,3,6,5.618594891534692,761,Wheat,112,55,8.018843449508307,1,15.319703700216204
24,35,5,6,8.362433379184058,379,Rice,64,23,17.599843950300176,6,57.464461721232745
7,13,3,4,7.468276755635451,303,Rice,154,84,13.353166019467846,4,38.75098803995083
55,17,4,6,8.451806862166457,842,Cotton,55,75,15.0040054092861,3,58.64855891760921
26,7,4,3,5.08426739222618,902,Rice,183,30,17.125971580386512,4,13.980885356071118
51,31,1,5,6.889823004104094,405,Wheat,87,44,12.331545991033764,5,228.77549937615726
8,26,1,3,9.33523064692939,950,Cotton,97,69,12.406532819481065,4,246.65167394490993
32,36,1,4,8.468246352648219,945,Wheat,64,71,9.669815709225363,5,314.2573198483549
16,22,4,5,8.391758071294557,609,Wheat,121,25,17.058282805851157,5,45.510774966415404
42,6,2,6,8.086640897050035,395,Sugarcane,78,65,14.476733060319608,1,36.83900430792818
55,11,2,5,11.551079280311027,121,Sugarcane,51,89,9.80269247291551,4,79.67170627090913
40,24,5,4,11.476557583517874,786,Sugarcane,124,34,13.597920145678858,2,64.09894628834203
51,2,4,6,6.881159782386354,341,Maize,193,80,11.281639383894513,3,19.2380388275165
45,25,1,2,6.815160092673638,942,Wheat,137,52,9.471819698065262,1,188.11238081297216
9,3,4,3,8.43918765258449,677,Rice,73,31,9.818694473947989,5,1.1784267538838948
17,35,2,3,4.764850273113662,493,Cotton,151,50,13.592571578102024,6,92.13689054343286
27,14,2,4,6.424053606140127,526,Maize,74,53,13.643852259327584,5,53.2996453725053
54,31,3,4,5.846940526409382,552,Sugarcane,166,51,15.899407810523257,2,72.99134315269944
34,28,3,3,5.787117346691428,606,Maize,82,42,10.479842842033285,5,63.652000534884905
41,9,5,5,9.108044207162143,705,Maize,157,88,17.158333822413777,2,26.111249116665224
29,20,4,2,7.074802674753195,312,Wheat,92,59,13.18612931547015,5,46.26532058865103
52,15,3,2,5.36931499806645,340,Wheat,66,85,10.04172688841286,5,45.57396670445063
31,18,3,4,11.100574759902077,508,Rice,56,50,12.13280575603391,1,68.64109664757393
55,28,4,4,10.993189503502354,721,Cotton,76,31,17.233592720407273,1,90.17047455625817
18,17,2,5,10.899703388257882,658,Cotton,85,61,12.78156542866866,4,108.18051734892927
52,15,5,4,7.125959538062342,971,Sugarcane,196,39,16.74715110479045,0,28.19333842634497
51,0,5,2,4.455859628083619,767,Rice,64,33,9.59832735166639,5,3.8897772145718363
58,1,5,3,4.853936143155488,691,Cotton,119,94,17.13958398609296,2,23.45832740012384
40,14,3,2,6.2083846381703935,144,Maize,118,79,12.306188054994362,5,40.506426257514924
43,38,2,5,5.759760032869237,968,Maize,102,21,17.361269435307644,2,120.857850176765
20,27,5,3,10.991884961190683,806,Cotton,51,50,16.660785194623315,6,56.38236531668873
26,0,4,3,11.890865443114077,336,Maize,156,74,14.599663068829242,0,4.899343828068876
25,4,5,2,10.53338929865442,822,Maize,195,54,14.728464169530195,2,10.267029337827985
58,21,1,3,9.838791221993507,879,Sugarcane,162,46,10.115079878768995,5,227.51554597672066
25,35,2,3,8.708993119418514,694,Maize,175,24,14.02829778922922,3,155.46678762716246
12,12,1,4,10.159266393438983,212,Cotton,98,94,13.49495571891704,4,133.33238525868467
53,0,2,3,11.576266497539127,878,Wheat,165,70,11.341470363404516,4,15.876789539263365
20,15,4,5,8.810757359256648,606,Maize,109,35,13.056215242484559,3,35.48176486568141
59,21,3,3,5.236905952158671,742,Cotton,176,59,17.291435520282292,0,53.46284781620564
35,31,3,4,5.3108665381497575,928,Maize,77,87,8.05305663791458,1,67.67962742281186
46,15,2,6,8.67090242502869,549,Rice,135,95,12.171240927976038,2,82.74023695304585
14,14,5,6,6.667748318278463,667,Sugarcane,185,97,11.336387207708674,2,24.929805257455186
36,11,1,5,11.281979001959755,989,Wheat,81,63,17.612310674198383,1,141.67892829707398
38,0,4,5,8.89313867068778,849,Maize,64,60,17.73894231285693,1,8.383186523853725
13,16,5,3,9.411940907386882,637,Cotton,140,35,13.856605356360545,0,26.327232133859997
21,27,3,3,4.046565680807221,953,Wheat,177,61,13.500069684406665,5,48.54306488448419
15,6,5,6,7.990788416500984,856,Maize,172,39,17.032124968105247,2,9.428137182692298
36,8,1,6,7.449317771111294,308,Rice,145,81,8.065424737646046,1,78.46669967459323
14,21,3,2,9.646974854140264,389,Cotton,106,47,13.622806029223149,2,74.55615596937133
26,25,2,6,7.0611092826669255,597,Sugarcane,96,79,8.246324083215931,5,99.0423492356792
21,11,4,6,11.812600255097298,282,Maize,150,60,17.681622713170835,3,41.12421444892961
8,6,4,5,9.361625452451214,818,Cotton,167,20,11.20159557341303,6,4.628115681917565
52,14,3,2,9.279346665140714,815,Maize,59,35,13.208013018385302,5,61.68158041961522
56,37,2,2,11.354729158063861,499,Sugarcane,166,23,12.17568504597267,1,223.16794751237927
51,20,1,3,11.961638671186765,307,Rice,141,73,16.93624124140184,0,261.4332829176952
29,13,4,3,5.582565514096906,522,Sugarcane,112,48,17.998179441584153,0,25.688879754949532
25,1,3,2,10.484265145717824,489,Sugarcane,119,91,8.68387977986229,5,12.591164681934167
41,7,4,2,5.29855596257622,465,Sugarcane,186,85,15.320311359833182,2,25.052957151474466
42,5,2,3,7.656347624433679,683,Wheat,143,43,11.679986239482536,2,34.758019351134685
53,36,1,5,4.801483234659761,535,Cotton,90,60,9.390729197484134,5,192.64395276365084
5,36,2,5,8.986967827737319,411,Maize,89,82,12.054375296354877,0,164.65198167330672
29,32,5,5,7.7481453072406,438,Rice,65,75,17.981466301908725,2,60.14193001336345
55,5,2,5,9.02959158660572,246,Maize,74,33,11.57567299351871,0,39.37469764988594
40,25,2,3,9.423686020923304,815,Wheat,187,72,10.773994884645573,4,136.66640089500882
21,38,4,4,8.955458000249905,556,Rice,58,63,16.461713745999116,0,82.66536549307764
45,36,2,6,6.352232980858985,960,Wheat,89,62,16.679379998234566,5,131.97003357904956
28,13,3,6,10.69567325794935,510,Maize,106,20,11.388691548319652,6,49.22747332051328
6,36,4,6,8.413489595000993,744,Rice,95,30,10.986731406124308,5,72.29861659868942
44,7,4,6,7.918809385734425,381,Maize,168,39,14.47281477547417,4,25.530877585831586
19,38,5,3,11.896510433878994,513,Cotton,56,98,10.0517848372061,6,90.2610310043013
36,12,3,4,6.268063253651815,689,Wheat,165,40,12.836854026226932,6,31.80691426855543
43,12,2,3,8.224242439161385,196,Cotton,177,92,9.413436916477092,3,68.59506576972109
10,39,5,4,9.458596628863932,262,Cotton,162,39,11.047547782328518,5,65.65504395086757
5,27,3,3,5.001807463465869,942,Maize,168,36,10.974814976987446,3,45.07503470753063
51,17,5,2,6.833917793172283,536,Maize,153,82,14.948999650094459,6,33.17978071999574
27,18,1,4,10.41350972797861,295,Sugarcane,106,98,10.822730349947587,6,208.76726299179117
43,37,2,6,5.89406587679864,727,Sugarcane,194,24,16.98495703390568,3,122.05404121286804
21,31,5,4,7.946322919228853,260,Rice,74,65,17.830460943692316,1,54.27164596110193
38,21,1,5,9.045044847863768,354,Maize,160,71,8.81061701257451,0,203.45235904171582
45,1,2,4,9.3692988264608,169,Wheat,184,99,11.976476318476031,4,24.160829516683677
33,12,5,5,9.826483536382607,511,Maize,104,55,11.018410634941372,6,27.9146295795481
13,22,5,5,10.927818536343555,813,Maize,196,68,11.519901285109501,4,50.23381122178341
17,24,5,2,7.142875544269101,135,Cotton,81,57,10.653548860699527,4,37.27798533314127
10,27,5,4,9.653055407710848,404,Cotton,136,46,11.82664861203025,5,49.38258865624806
10,10,4,2,9.857397182162012,829,Sugarcane,121,88,9.414145927689885,0,28.786600181160875
24,32,5,6,6.402193041015922,569,Rice,71,69,10.798182755453377,5,44.315799531988816
56,23,4,4,11.745263601693129,408,Rice,185,62,15.47817877956384,3,87.90240680337642
57,1,4,3,10.921753388176496,296,Maize,95,89,11.4404652565176,1,17.371648692890822
7,29,1,3,6.318890629596512,997,Wheat,54,28,10.07834897324848,0,182.0299762509775
21,16,2,3,9.4005494134959,580,Cotton,61,84,9.084440385648415,5,86.820419728533
53,39,4,5,9.742405075674352,435,Wheat,76,49,11.48004147283186,6,105.93708493251896
16,33,3,3,7.451869090203035,938,Cotton,133,34,14.434090886203522,1,81.11437909046889
52,37,4,6,10.909946287527731,803,Maize,188,51,10.53304871066671,1,114.7774052165708
51,21,3,4,9.521834828072318,888,Rice,85,23,12.224456909158631,1,75.02724803209591
49,4,1,4,9.265237481221746,390,Maize,101,79,17.52398579749172,0,58.046135777308734
59,39,3,5,5.766722978277746,529,Cotton,179,74,13.523628518335263,3,93.38980101660478
5,15,1,5,7.26273849079666,697,Rice,123,53,13.319386158641635,5,113.46364316359812
21,12,1,5,7.471379913058799,982,Wheat,61,80,12.099433125690897,3,99.2976902716257
7,25,1,6,9.869288772632164,531,Wheat,104,57,13.568399770072556,2,249.80540913944012
30,30,3,4,8.947156362060419,633,Sugarcane,129,70,17.84567274397178,4,98.50661532167685
19,38,3,2,4.686884725010136,745,Wheat,140,77,10.538069054589297,4,71.62128810433391
40,22,1,5,6.46158361509792,609,Sugarcane,113,44,17.4192789484931,3,151.91590394138856
36,11,1,3,7.784380035692364,604,Rice,153,30,9.490709843769977,4,98.78181298156564
36,13,2,2,9.893863566855945,987,Maize,140,27,9.11105363546556,3,70.31659542247007
8,17,1,2,9.948553040637393,772,Maize,108,53,14.54669495743164,6,175.29971742725493
22,26,5,5,7.924346468573094,906,Rice,74,46,10.511790246690719,1,42.43174968920984
53,27,2,3,4.935459058085421,654,Rice,153,41,12.44392306307427,5,83.35818470157518
23,17,2,5,6.343227226982712,508,Cotton,117,81,15.296547685778375,6,70.08606254966452
47,15,2,5,6.037539057976554,501,Wheat,192,91,13.348415031630973,2,67.21379038042895
56,15,5,3,10.24821128246593,140,Wheat,190,58,8.137493493305294,4,43.128585852028166
39,12,2,2,5.4398905120452286,483,Wheat,59,92,11.058432329730367,6,53.97228036601853
44,28,2,2,7.719369779161537,985,Sugarcane,61,41,8.646866697922793,1,118.50105709056132
18,8,3,3,9.36575042811512,390,Wheat,78,92,17.261145500557028,4,30.107306756827423
37,25,3,2,11.718289223600296,891,Cotton,92,50,15.94648593416803,2,112.91001088650998
18,27,1,6,11.99392464179552,282,Maize,137,53,17.83841683676411,0,332.96483220974284
38,12,1,5,11.623377148443513,863,Maize,137,87,16.851095124417476,2,159.81771804951694
59,35,4,6,9.745938762028281,971,Sugarcane,160,97,12.753320206563348,1,101.56142167496492
8,8,5,6,9.971526664176732,139,Cotton,162,78,16.825975172105366,2,14.351036407669763
28,13,3,6,10.073680780872138,698,Rice,118,27,14.724386133282719,1,53.44850445697335
33,11,1,4,10.90083901237032,324,Maize,168,72,13.245996563910008,2,129.12307627433165
23,31,5,4,11.614283702817664,384,Cotton,60,73,11.706460459178837,6,77.00120489134348
10,37,2,6,7.56564915616262,237,Rice,156,89,14.809661759364046,4,151.65552649065393
37,2,5,5,7.3320870243370155,434,Sugarcane,112,37,13.901334229539547,5,2.4241925849271997
53,15,3,6,7.683715699029046,237,Wheat,71,27,14.141849825831581,2,51.07223584907226
44,19,4,6,9.278537371652753,573,Cotton,192,26,11.99831331157004,2,45.06719629456679
23,31,3,4,10.203563170222118,587,Maize,186,26,15.393151142899434,3,108.39294776086206
57,22,1,6,10.964355127210634,675,Sugarcane,119,29,8.813427676337279,2,260.08110081046385
5,16,1,5,7.649686034260845,728,Cotton,139,55,15.261589627792077,4,128.10034932169367
9,15,5,5,6.9069810094410355,709,Sugarcane,183,81,15.30761313606956,1,24.68934779583162
31,37,3,6,11.866820917617812,245,Rice,145,70,13.159433953813775,0,157.17108010107404
20,7,1,5,5.85510096805781,997,Cotton,92,50,10.632831502684851,0,50.595397015190706
10,18,2,6,5.776038682019818,508,Wheat,197,29,13.192765144063696,0,55.1479843425172
44,29,2,4,9.723259638611964,609,Rice,174,54,9.230861854260475,6,154.55680080228822
17,33,4,6,5.437258364821139,184,Wheat,148,48,10.85143775387055,0,46.90203133064514
52,13,5,2,7.195271997968979,662,Sugarcane,116,68,12.212998785942757,5,27.306169499910585
39,21,1,4,6.339094578514016,706,Wheat,131,50,14.732337849900635,1,158.5969835909139
23,16,4,5,5.349683654055589,889,Rice,149,87,9.872167677550404,5,30.347127460680824
16,14,2,5,8.637657912783148,108,Rice,117,36,9.58170751732364,1,62.73064075563794
20,31,4,4,6.988091926037031,958,Rice,106,56,14.07796362167779,0,62.335758004635096
47,12,4,2,7.697873382787568,188,Sugarcane,98,47,14.79545541003021,6,39.99166241161187
14,20,1,4,5.566904038604128,188,Maize,87,57,8.8365575281331,2,117.57555472656571
29,39,1,3,10.142934421374052,318,Sugarcane,85,29,8.331631834696017,2,403.2762800828416
24,32,1,2,6.517696667605966,941,Rice,171,91,9.471498514011659,5,228.40782861156367
35,26,5,4,6.741745432215191,449,Sugarcane,186,47,17.010267016072476,3,37.00178296018272
8,34,4,3,6.017231696800901,990,Cotton,145,88,14.726385351873759,1,55.89414298539298
48,15,4,6,7.47522857695227,999,Cotton,153,26,17.210259110152244,3,36.2303659160349
27,27,5,2,7.708613017909376,504,Maize,131,21,14.647148031671673,4,44.757612902336426
6,33,2,6,8.237335330636121,991,Sugarcane,73,76,17.65237240723072,1,143.47125709641466
26,0,3,3,11.740546255855516,897,Sugarcane,131,29,12.38906670464958,0,5.374443429352646
55,30,2,5,11.237534464365627,260,Cotton,152,33,13.990989382278451,0,185.4351360579496
41,35,5,5,8.87514104789643,142,Rice,57,93,14.011854512054095,3,70.87896787649751
12,32,4,5,4.31122774210478,573,Wheat,164,51,8.03139916460562,1,35.33116665915459
11,32,4,6,8.898082727013875,857,Rice,60,72,8.274544603603573,2,73.61810159564143
18,38,1,2,4.71734885411293,357,Maize,156,22,9.452652108122805,1,183.05635466624483
59,17,1,6,9.682753908149978,954,Wheat,144,67,13.111295551542568,3,185.17044396081243
7,22,4,6,7.120621172647445,258,Rice,171,27,12.305265204071711,3,33.58130005454455
54,22,4,5,10.701571932548148,231,Sugarcane,91,28,13.39749058882837,5,72.63948510570512
20,14,1,6,11.540233962121045,658,Sugarcane,55,94,16.004907939993494,5,175.22125524924627
59,25,1,3,7.336882731724872,951,Cotton,52,35,16.222402785286576,6,199.56367694345568
23,29,2,4,7.6844423637899695,700,Sugarcane,123,50,17.770148535550355,0,121.9152281429634
55,24,4,4,8.721180648102802,144,Sugarcane,147,24,13.575478000538965,0,66.62386979076773
22,15,4,4,5.577061774864404,420,Maize,114,98,11.472154889651312,4,28.39229981679734
56,38,5,5,11.418662726626891,293,Wheat,189,58,11.080277048735311,6,97.33258788840851
20,13,2,5,7.463999412010981,617,Rice,85,35,11.407415766435713,6,58.08656962356147
12,16,3,4,5.3345626873280585,362,Rice,169,83,11.238296019287276,3,39.75563703352704
37,11,3,2,10.101854667351072,534,Maize,174,95,11.92919974555394,6,55.22495192629853
53,28,3,4,5.7532109795518815,807,Wheat,188,66,8.74881421135713,4,69.99484178273693
16,31,1,6,5.14823420057484,629,Sugarcane,178,78,14.33432473547636,4,167.98951449891746
57,23,3,4,8.502976603952057,986,Maize,161,39,13.680412230760489,6,74.18211162680677
15,12,5,4,9.371962042332726,396,Sugarcane,183,40,12.61960892571442,0,24.62010519393175
9,19,1,2,8.556501925319331,600,Rice,128,72,8.811052904135268,2,165.98304326681298
31,14,1,5,9.252085191578907,718,Maize,121,98,8.932086928088111,0,144.02878434334883
16,3,3,5,4.924192098461956,168,Maize,130,73,13.451051752517486,1,9.674496503408209
21,33,1,6,7.808144303072859,124,Maize,126,68,8.365803669698316,2,270.50364985998925
10,27,2,4,6.85614915270833,667,Rice,58,35,15.247889306329252,5,86.77079646681784
37,1,2,3,11.786948929920975,612,Rice,119,35,17.937781421319997,3,16.750155507962432
9,29,3,6,4.396991473435739,282,Cotton,72,42,13.97406898890236,2,48.5712829566555
32,25,5,5,6.386353624479384,998,Rice,135,87,15.234314820284094,3,38.29574047851767
18,25,1,2,11.534897552733776,153,Rice,66,56,12.38935992430958,3,299.51122887661376
9,19,4,5,11.867969465474637,180,Sugarcane,147,43,14.67412330982342,4,53.946261730652324
58,27,3,5,10.599212861817069,259,Rice,172,80,14.517803232985912,1,115.63743849614332
37,19,1,2,4.6079859521312745,485,Wheat,74,27,16.240908958980302,0,98.91211733171205
54,10,3,4,8.490840226748322,548,Sugarcane,161,88,15.113395853796995,6,44.27562514837239
52,9,3,4,7.200983941363737,837,Cotton,87,48,15.490495440334062,4,37.49023793068096
45,22,5,5,10.451620541563212,363,Wheat,52,29,13.56635993787602,4,53.1060990286321
23,36,4,6,4.440193884570666,720,Cotton,63,75,12.845149359275378,1,46.52837164260475
26,18,1,3,5.577030013157617,408,Maize,59,92,12.587164937806572,0,119.90451038594168
9,17,3,6,7.913560529781035,143,Maize,115,41,11.920109206310851,4,45.39464763500722
6,26,3,6,5.261181303582616,300,Maize,191,29,10.660277633234926,2,45.39187221357146
34,5,1,5,9.541721141554387,383,Rice,175,39,8.33311043777972,0,57.66395715849375
51,9,3,5,10.566137769118386,246,Rice,59,70,14.710956328054877,1,50.0842908691602
43,1,3,3,9.636159149021147,539,Sugarcane,148,29,17.009611947257156,2,9.428514599659433
8,23,3,3,7.5222697091198585,503,Wheat,98,60,17.304824376214228,2,60.41031794453151
37,37,2,3,11.02710133002117,810,Wheat,180,99,13.805617067013618,4,219.62584704235164
17,27,2,5,5.101489053759534,845,Maize,96,59,8.941366082611935,1,77.1494593102107
24,27,4,5,6.082708671192071,283,Maize,109,95,16.78664307042456,1,47.390319691530905
58,38,5,6,7.916317482018426,646,Rice,74,24,15.477448823425696,4,71.36093313689368
11,1,1,5,4.490708791034016,308,Cotton,184,62,10.514110542151803,5,12.02756708209152
19,4,5,4,4.765486252532378,971,Wheat,126,86,16.035449409038495,0,12.139055271465402
27,10,5,4,7.179546973778977,674,Wheat,170,43,12.72007948070037,3,11.49050516731097
18,9,2,3,11.551090373876432,181,Cotton,92,50,16.875931116723272,4,55.55309315404798
27,1,4,5,11.267309546216001,362,Wheat,95,78,10.476109327639511,2,8.995755651247817
23,14,5,4,7.727798866227289,866,Wheat,92,86,16.009059206273236,3,27.922135483318524
58,38,5,6,5.1372683560858405,138,Rice,78,82,15.119103157675111,0,55.89232928124972
33,36,3,2,5.424861247667485,385,Wheat,132,20,8.144411723986822,5,72.70142367635658
24,6,1,6,7.020368436873018,122,Maize,152,94,13.63334608845687,6,57.346174887847205
33,19,4,2,5.680593560694251,695,Maize,135,88,15.155342779575767,0,37.51684333169755
28,33,1,6,4.663804755123023,573,Sugarcane,148,90,9.564107886527303,5,167.72709090385413
22,34,2,4,9.390219868159978,402,Rice,131,52,13.318989354572933,6,169.7208016840358
14,33,5,5,8.651589102341559,305,Rice,161,96,11.04077910245388,6,58.59039870083622
45,21,5,2,6.330374063824681,531,Maize,52,82,14.962529149775763,6,39.47547282643926
12,30,1,5,10.231587060418434,194,Rice,105,61,13.401398128864518,6,315.17696751376945
30,22,2,5,10.207591101646676,574,Rice,160,50,14.21457994321665,0,117.58826323742683
33,18,3,4,7.9280157617020945,674,Sugarcane,113,71,8.725398373216205,3,59.78249364842012
14,3,3,3,4.772260444095151,475,Cotton,70,69,9.377951401980082,4,17.76763430686617
21,23,5,3,11.34775520081086,236,Wheat,73,32,13.52089180690467,5,57.762558527402355
6,19,5,2,9.34928418832777,250,Sugarcane,197,84,9.811728820240022,1,39.093037328040616
10,38,4,4,5.976406553215607,728,Cotton,101,57,12.98691171208798,4,59.321061371748364
9,27,1,5,8.883636376273813,802,Wheat,62,58,14.90029298927675,4,242.98488816358835
32,38,5,6,7.240171966621042,301,Maize,143,61,16.097717089074287,3,61.96669742424673
45,16,2,6,9.082797117887663,349,Cotton,127,58,9.430068060081531,2,94.30126218476545
9,18,1,2,7.7909671658481665,698,Wheat,151,61,15.41878867160276,6,145.4238138270115
22,34,4,2,7.883777201917868,173,Sugarcane,79,92,11.631860844327191,3,70.15695691175875
30,31,3,2,9.887056735258874,421,Wheat,64,89,14.789329699947029,2,116.7733338509972
24,38,4,4,8.909805968511806,648,Rice,92,92,9.452846326311526,3,90.75932679215313
45,34,1,6,4.639621529953805,736,Wheat,89,61,13.15175181729889,2,172.20766599349727
53,29,3,4,4.522988563570429,265,Maize,93,48,16.375622754947685,1,59.489756003420325
31,16,2,4,6.440073899973802,100,Sugarcane,130,87,9.064314196514706,5,68.17465575364034
53,28,3,5,7.44196797230997,437,Cotton,50,44,16.276807581905715,1,84.20334735131767
16,5,3,4,6.2017804734342885,390,Wheat,152,35,12.527683957474391,0,15.279172560067751
11,16,2,4,9.211678864559344,170,Sugarcane,174,76,16.232716027224342,6,84.6142514221936
7,16,5,5,5.560863453804975,207,Maize,131,53,17.58387710036401,0,16.655031765889433
14,13,5,3,9.633128771169357,589,Cotton,90,94,9.59652609301528,2,30.466916221024015
38,23,3,5,10.18520593511144,697,Wheat,111,28,14.745696093927469,4,85.42104744180625
29,36,3,2,4.994554460765205,280,Maize,187,54,10.350964538690604,6,73.72758539310311
39,39,4,3,9.206449946903904,124,Rice,157,46,9.355542753701767,0,99.67830970177387
20,38,5,6,11.691487807200913,909,Sugarcane,122,58,14.280825960473486,3,92.16250249572451
6,31,2,4,5.542590538106774,250,Sugarcane,127,64,9.079836324486092,1,89.24619108198846
28,35,3,3,11.274422648929235,364,Wheat,106,79,12.65172570124038,0,139.7815783255674
14,36,3,6,8.848383594192132,302,Maize,170,62,14.35954340349501,0,108.29528123787563
42,13,4,5,8.727558938653695,662,Cotton,91,80,12.99630727961323,0,39.848351002850684
26,26,4,5,4.415381458566937,574,Cotton,134,88,14.970692773719817,3,37.49263273672534
30,18,4,2,9.986402227091187,319,Cotton,115,35,16.014120029665253,3,50.535325052479536
47,30,1,2,7.826184421184466,668,Cotton,119,21,16.722464227478948,0,243.723688707833
59,8,2,3,9.769395134681073,181,Wheat,188,93,13.598722557325733,4,66.09738033919986
43,37,1,4,10.473448827572849,263,Wheat,60,38,10.766304709012562,5,401.79223516651876
31,16,3,5,8.190370986978229,368,Sugarcane,53,83,13.096618681523974,5,59.97562576884407
33,18,4,3,6.109154506226513,282,Maize,128,39,11.876886073819083,5,34.94856609920627
51,3,4,3,5.132579931142507,279,Rice,172,77,10.259255895831753,6,19.911542487114534
42,10,4,3,5.284025023459314,895,Wheat,128,79,13.2906732652378,4,29.260574839764573
24,21,5,2,10.93547723156639,697,Cotton,199,78,8.22654862753302,6,55.454172885173904
31,3,2,5,4.9886247650431095,571,Rice,187,70,14.05564899456545,3,19.82985457977189
45,16,1,2,7.0775525843725475,210,Sugarcane,69,54,16.216037933570618,6,134.6119415221373
58,7,2,2,6.6741971703122465,769,Cotton,145,29,17.994357205384773,3,40.06579230472277
24,33,4,3,10.923645333911761,144,Maize,122,55,17.216790747640054,6,94.57324117332395
48,10,3,6,7.821548005554333,649,Rice,93,72,8.898159160777864,1,41.12955170617482
23,30,5,6,11.9715713387851,631,Sugarcane,80,73,9.624293796987162,4,72.23049069552675
24,10,2,6,9.896437970425158,708,Wheat,124,35,9.38644622859935,5,48.39726827560388
39,37,3,3,10.807388603234285,530,Maize,90,69,13.583515528407005,6,144.0716002681266
51,20,4,4,4.789378128213399,457,Cotton,53,45,8.459359661844426,0,36.91225780171249
6,29,4,5,6.0248180421191675,158,Rice,163,50,17.36992733878219,2,44.19207335261569
34,9,4,3,5.083569564574626,323,Sugarcane,63,80,8.61836670286161,6,16.32081540834703
57,25,4,3,7.7089757792044775,909,Rice,103,61,11.912505553426595,1,65.13748732361145
38,26,5,2,9.746299905295277,288,Maize,141,20,16.93969817501044,5,50.89272305196304
26,7,5,6,5.352508545624001,158,Wheat,177,61,17.48378320492717,1,14.286627929252033
7,38,2,3,5.0413483565579105,107,Wheat,138,68,12.652907855258217,5,102.32218801699389
10,7,4,4,8.916869990243523,583,Maize,136,38,12.884315471477668,0,10.886849509631373
19,7,5,5,5.842502030107392,924,Cotton,82,99,14.361770936964426,6,12.224237606754459
31,33,3,4,7.834600574029928,505,Rice,186,76,12.07638801818151,0,92.99591285052506
14,15,5,3,4.408941821821742,713,Cotton,138,27,11.24661304413457,3,12.406690036697276
13,12,5,3,9.444902496539719,951,Sugarcane,131,81,15.394270121465931,4,24.62864669838518
37,22,2,2,8.33053105313643,571,Cotton,92,99,13.953583046822818,6,107.59153343727785
36,11,5,4,9.179383191669062,120,Maize,184,95,12.816710945969284,6,29.097700069162947
52,26,3,2,6.203251040477968,483,Wheat,137,28,9.007873351151618,3,70.67039331954453
10,21,4,4,6.228823802892249,511,Maize,89,26,8.688616200049367,4,30.602355553321484
45,31,1,6,10.410884264726064,404,Maize,134,59,13.10815225438466,6,342.39762291292067
40,26,2,6,9.74849850387861,827,Rice,168,80,14.194317198509811,4,142.8452337679344
6,1,3,4,8.637829209588917,409,Maize,111,42,14.575117240968774,6,2.0760401637057724
33,32,2,2,9.025147806256644,330,Sugarcane,84,60,16.94890107921972,2,163.05509625334088
